latitude,longitude,month_fitted,nir,green,swir16,red,blue,NDMI,MNDWI,pet,aet,def,q,ppt,soil,srad,tmax,tmin,vap,vpd,ws,pdsi,esa_urban_frac_1km,esa_cropland_frac_1km,esa_water_frac_1km,esa_forest_frac_1km,esa_bare_frac_1km,gsw_occurrence_mean_1km,gsw_seasonality_mean_1km,gsw_water_frac_1km,gaia_impervious_frac_by_sample_year_1km,gaia_recent_change_5y_frac_1km,electrical_conductance,landsat_present,ndvi,wb,rr,seasonal_water,gsw_occ_x_impervious
-30.160091,27.40124,419.1088198016088,14158.0,10060.0,12037.5,10522.5,9063.0,0.0809490179610998,-0.0894897612852128,141.10000610351562,141.10000610351562,0.0,36.9,207.0,31.30000114440918,226.7969207763672,27.469999313354492,14.899999618530272,1.4210001230239868,1.2699999809265137,1.96999990940094,3.509999990463257,0.0,0.3,0.0,0.0,0.0,0.9652509689331056,0.0894465893507003,0.0508365508365508,0.1367068241572813,0.0060040026684456,167.1,1,0.1473025262799658,65.89999389648438,0.1782608687040537,0,0.1319563944775834
-32.595833,19.009444,419.1088198016088,15218.5,10334.0,14735.0,10903.5,9227.5,0.0161416862804012,-0.175555466911324,231.1000061035156,4.400000095367432,226.6999969482422,0.2,4.5,2.700000047683716,331.9983825683594,33.849998474121094,16.579999923706055,1.5850000381469729,2.0199999809265137,3.809999942779541,-3.0799999237060547,0.24,0.6,0.0,0.08,0.0,0.0184275191277265,0.0024570024106651,0.0042997542997543,0.3763104969756291,0.0058499208540119,63.1,1,0.1651864328854916,-226.6000061035156,0.0444444345679034,0,0.0069344688809826
-25.99136,27.84208,419.1088198016088,18631.5,11771.5,16495.0,11898.0,10629.0,0.0608230253512303,-0.1671059381246346,144.6999969482422,144.6999969482422,0.0,8.0,160.3,11.0,246.2974090576172,26.599998474121097,16.399999618530273,1.7110000848770142,0.9699999690055848,2.2799999713897705,-1.069999933242798,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0594145434074944,0.0269068539866689,283.8,1,0.2205571660125269,15.600003051757824,0.0499064251409455,0,0.0
-26.73806,27.59194,419.1088198016088,9089.5,9167.0,7963.0,8961.0,8719.0,0.066060694912769,0.0702860478692348,144.5,144.5,0.0,8.3,166.60000000000002,16.0,247.99688720703125,26.349998474121097,15.719999313354492,1.627000093460083,0.9899999499320984,2.119999885559082,1.7799999713897705,0.0,0.0,0.125,0.0,0.0,10.613052368164062,1.372445583343506,0.1384311140408701,0.0,0.0,189.1,1,0.0071189163731132,22.100000000000023,0.0498199276721492,1,0.0
-26.45,28.085833,419.1088198016088,15210.0,10720.0,17974.0,12540.0,9502.5,-0.0832931533269042,-0.2528054645570494,141.5,141.5,0.0,7.800000000000001,156.10000000000002,9.90000057220459,245.3014373779297,26.06999969482422,15.25,1.6380001306533811,0.9300000071525574,2.1499998569488525,-0.6200000047683716,0.0,0.25,0.0,0.1875,0.0,0.3224932253360748,0.0467479676008224,0.0060975609756097,0.0010361557403028,0.0,635.0,1,0.0962162162127489,14.600000000000025,0.0499679689303781,0,0.0003341532066407
-30.860139,29.07125,419.1088198016088,14558.0,10724.5,11450.0,11634.0,9396.0,0.1195016917871419,-0.0327177613925904,125.0999984741211,125.0999984741211,0.0,86.10000000000001,211.9,51.70000076293945,209.2014312744141,25.899999618530273,16.399999618530273,1.7660000324249268,0.8499999642372131,2.40999984741211,5.21999979019165,0.0,0.0,0.0,0.0,0.0,2.4498069286346436,0.2162162214517593,0.0546975546975547,0.0,0.0,95.6,1,0.1116371411075276,86.80000152587891,0.4063237356945553,0,0.0
-27.356667,27.286389,419.1088198016088,16828.5,9502.5,12665.5,9290.0,8718.0,0.1411473520037969,-0.1426831468783826,151.90000915527344,151.90000915527344,0.0,9.0,180.4,21.30000114440918,253.00045776367188,27.209999084472656,16.149999618530273,1.6170001029968262,1.1200000047683716,2.2699999809265137,2.690000057220459,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,1,0.2886268353738297,28.499990844726568,0.0498891349784416,0,0.0
-27.010111,26.698083,419.1088198016088,12433.5,10433.5,9579.5,10728.5,9344.0,0.1296506609730608,0.0426722630290309,155.6999969482422,155.6999969482422,0.0,8.4,168.5,5.300000190734863,256.2017822265625,27.849998474121097,16.75,1.652000069618225,1.1899999380111694,2.299999952316284,2.180000066757202,0.0,0.0,0.4,0.05,0.0,11.847725868225098,1.6572182178497314,0.1713909030982201,0.0,0.0,203.4,1,0.0736119506055775,12.800003051757812,0.0498516317516223,1,0.0
-25.73411,27.21422,419.1088198016088,21914.0,17765.0,22170.5,17879.5,16362.5,-0.005818371536481,-0.1103153835559837,146.60000610351562,143.3000030517578,3.299999952316284,7.5,150.70000000000002,2.4000000953674316,245.49905395507812,27.579999923706055,16.19999885559082,1.7380000352859497,1.0399999618530271,2.240000009536743,-1.2200000286102295,0.0,0.125,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,34.04,1,0.1013859047306372,4.099993896484392,0.0497677501674336,0,0.0
-26.984722,26.632278,419.1088198016088,13683.0,10207.0,14011.5,10262.5,9414.0,-0.0118615609597573,-0.1570906538390067,155.1999969482422,155.1999969482422,0.0,8.5,170.3,8.300000190734863,254.5023193359375,28.010000228881836,17.0,1.658000111579895,1.209999918937683,2.2300000190734863,2.109999895095825,0.0,0.12,0.04,0.0,0.0,0.0038610037881881,0.0,0.0025740025740025,0.0051564736999619,0.0,196.7,1,0.1428452109940136,15.100003051757824,0.0499119198478454,0,1.9909164489245204e-05
-27.398611,26.614722,419.1088198016088,15515.5,10247.0,12823.0,10126.0,9253.5,0.0950120860313704,-0.111660164716081,160.6999969482422,160.6999969482422,0.0,8.700000000000001,173.20000000000002,4.300000190734863,259.1027526855469,28.35999870300293,17.03999900817871,1.6190000772476196,1.2899999618530271,2.3499999046325684,2.4800000190734863,0.28,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.4727537948848135,0.0164408070502049,190.6,1,0.2101866115394892,12.50000305175783,0.0502309465922,0,0.0
-27.671111,27.236944,419.1088198016088,14887.0,10943.0,13522.0,11237.5,9693.5,0.0480481537540918,-0.1054159002656852,152.40000915527344,152.40000915527344,0.0,16.1,194.7,28.200000762939453,250.50262451171875,27.599998474121097,15.960000038146973,1.5870001316070557,1.1799999475479126,2.2200000286102295,3.0799999237060547,0.64,0.0,0.0,0.28,0.0,2.7722008228302,0.4382239282131195,0.0624195624195624,0.7842119013645774,0.0339074338310657,275.7,1,0.1396964535152942,42.29999084472655,0.0826913195547441,0,2.1739928782361173
-29.160278,26.573333,419.1088198016088,,,,,,,,155.90000915527344,155.90000915527344,0.0,18.3,195.5,23.0,243.7995758056641,28.75,15.639999389648438,1.4240000247955322,1.4499999284744265,2.2100000381469727,3.43999981880188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.3,0,,39.59999084472656,0.0936061376286131,0,0.0
-34.250556,20.9925,419.1088198016088,12323.0,9019.0,13161.0,9192.0,8456.0,-0.0328833778056818,-0.1867448151487818,178.5,13.300000190734863,165.1999969482422,0.7000000000000001,13.7,4.200000286102295,299.8980712890625,29.31999969482422,17.079999923706055,1.9470001459121704,1.079999923706055,4.049999713897705,-2.4700000286102295,0.0,0.15,0.0,0.8,0.0,0.0503685511648654,0.0,0.011056511056511,0.0,0.0,304.5,1,0.1455263769395525,-164.8,0.0510948867813951,0,0.0
-25.459639,28.264306,419.1088198016088,13959.0,9926.0,15156.5,11096.0,9139.0,-0.0411292953924884,-0.2085318449117902,149.5,116.4000015258789,33.10000228881836,6.1000000000000005,122.4,1.399999976158142,246.5977783203125,28.779998779296875,17.5,1.868000030517578,1.1200000047683716,2.109999895095825,-1.309999942779541,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0158667065519827,0.0,489.0,1,0.1142686090555071,-27.09999999999999,0.0498366009000277,0,0.0
-25.810483,27.909552,419.1088198016088,16870.5,9753.0,13408.0,9553.5,8693.0,0.1143550704295123,-0.1578083847847668,147.5,142.0,5.5,7.5,149.4,1.3000000715255735,246.5977783203125,27.599998474121097,17.34000015258789,1.793000102043152,1.0499999523162842,2.190000057220459,-1.090000033378601,0.0,0.0,0.0,0.0,0.0,0.2313777208328247,0.0421885289251804,0.011865524060646,0.0,0.0,584.0,1,0.2769073569377495,1.9000000000000057,0.0502008028768353,0,0.0
-27.273889,28.49,419.1088198016088,12333.0,9060.0,9264.5,9407.5,8456.5,0.1420766292394946,-0.0111599225081174,136.3000030517578,136.3000030517578,0.0,18.0,192.7,41.400001525878906,237.1992950439453,25.86999893188477,14.649999618530272,1.6030000448226929,0.9099999666213988,1.959999918937683,2.119999885559082,0.36,0.24,0.0,0.0,0.0,2.5810811519622803,0.3281853199005127,0.0482625482625482,0.5196789092595954,0.0131340634517254,136.6,1,0.134564522428897,56.399996948242176,0.0934094442480049,0,1.3413334377622577
-27.4275,28.525833,419.1088198016088,16767.0,10794.0,18026.5,11296.0,9231.0,-0.0361992900972881,-0.2509498447285778,134.90000915527344,134.90000915527344,0.0,34.2,202.5,36.10000228881836,235.0018310546875,25.76999855041504,14.399999618530272,1.599000096321106,0.8899999856948853,1.9799998998641968,2.40999984741211,0.0,0.1,0.0,0.0,0.0,0.1903794109821319,0.023035230115056,0.0074525745257452,0.0,0.0,163.9,1,0.1949542101630277,67.59999084472656,0.1688888880548697,0,0.0
-28.883333,27.89,419.1088198016088,14007.5,9248.0,12553.5,9399.5,8398.5,0.0547419148375435,-0.1516180079352331,132.60000610351562,132.60000610351562,0.0,108.7,268.2,29.600000381469727,223.69834899902344,25.829999923706055,14.519999504089355,1.4870001077651978,1.0099999904632568,1.9399999380111697,3.90999984741211,0.4,0.15,0.0,0.0,0.0,0.0971685945987701,0.0180180184543132,0.0064350064350064,0.6283703500594098,0.0101016122045914,271.7,1,0.1968641859188762,135.59999389648436,0.4052945547901023,0,0.06105786380281
-27.00222,28.76528,419.1088198016088,13724.0,9691.0,13005.5,9947.0,8743.0,0.0268804130268054,-0.1460357323816441,134.6999969482422,134.6999969482422,0.0,9.0,179.4,39.20000076293945,239.09637451171875,25.6299991607666,14.279999732971191,1.633000135421753,0.8299999833106995,1.919999957084656,1.7899999618530271,0.0,0.1,0.0,0.0,0.0,2.357142925262451,0.3211068212985992,0.0508365508365508,0.0,0.0,190.9,1,0.1595623336504768,44.70000305175782,0.0501672238006286,0,0.0
-27.02314,28.59389,419.1088198016088,11490.5,9969.5,10372.5,10129.0,8893.0,0.0511366235191874,-0.0198112280011797,136.90000915527344,136.90000915527344,0.0,9.0,179.20000000000002,36.79999923706055,239.49951171875,25.959999084472656,14.609999656677246,1.6250001192092896,0.8899999856948853,1.959999918937683,1.8700000047683716,0.1,0.0,0.0,0.0,0.0,4.001977443695068,0.5069215297698975,0.07251153592617,0.2309178900213876,0.0182462126878494,192.7,1,0.06297555447337,42.29999084472658,0.0502232140054508,0,0.9241281872112516
-30.534167,24.961944,419.1088198016088,15132.5,10835.0,13586.0,10773.5,9795.0,0.05385030555217,-0.11264894967446,178.90000915527344,89.9000015258789,89.0,4.7,94.7,0.0,257.4032897949219,30.599998474121097,15.960000038146973,1.3030000925064087,1.809999942779541,2.700000047683716,2.6499998569488525,0.0,0.4,0.0,0.0,0.0,0.1326209902763366,0.0282840989530086,0.0062853551225644,0.0,0.0,142.6,1,0.1682621786393784,-84.20000915527343,0.0496304113027411,0,0.0
-28.460833,21.248889,419.1088198016088,14599.0,12046.5,12067.0,13063.0,10832.0,0.0949523738093448,-0.000850146183673,217.3000030517578,71.0999984741211,146.1999969482422,3.7,74.9,0.0,296.301513671875,35.14999771118164,19.850000381469727,1.2890000343322754,2.7300000190734863,2.669999837875366,2.8999998569488525,0.45,0.3,0.2,0.0,0.0,18.388925552368164,2.2465391159057617,0.2234673698088332,0.4325842696629211,0.0,353.0,1,0.05552743836109,-142.4000030517578,0.0493991982723738,1,7.954759929957009
-29.658056,25.973333,419.1088198016088,14001.0,10765.0,12520.0,11157.5,9396.0,0.0558425398740618,-0.0753704101352799,157.6999969482422,139.60000610351562,18.100000381469727,7.300000000000001,146.9,0.2000000029802322,246.2025604248047,28.88999938964844,15.40999984741211,1.3420000076293943,1.5299999713897705,2.15999984741211,3.119999885559082,0.0,0.25,0.0,0.0,0.0,0.8037322759628296,0.0945945978164672,0.025096525096525,0.0,0.0,107.0,1,0.1130234314401485,-10.799996948242182,0.0496936688244134,0,0.0
-28.760833,17.730278,419.1088198016088,11190.0,11426.0,7687.5,12802.0,9557.0,0.1855383392928079,0.1955947367044225,236.3000030517578,7.900000095367432,228.40000915527344,0.4,8.3,0.0,317.50146484375,35.7599983215332,21.029998779296875,1.3840000629425049,2.819999933242798,2.93999981880188,-1.159999966621399,0.0,0.0,0.3125,0.0,0.6875,17.305662155151367,2.089446544647217,0.2606177606177606,0.0,0.0,297.2,1,-0.0671890630182065,-228.0000030517578,0.04819276527798,1,0.0
-25.513889,31.224444,419.1088198016088,14776.0,9116.5,12424.0,9137.5,8486.0,0.0864705882352938,-0.1535479677816199,135.1999969482422,45.5,89.70000457763672,2.2,44.5,17.80000114440918,267.9005126953125,29.670000076293945,18.09000015258789,2.0400002002716064,1.090000033378601,1.5899999141693115,-1.6699999570846558,0.0,0.0625,0.0,0.0625,0.0,0.4561634659767151,0.0210942644625902,0.027686222808174,0.0,0.0,155.5,1,0.2357873167777286,-90.6999969482422,0.0494382011362202,0,0.0
-26.861111,28.884722,419.1088198016088,17658.5,9550.0,13746.5,9241.5,8691.0,0.1245661518866418,-0.1801343549460211,124.9000015258789,70.0,54.900001525878906,2.8000000000000003,55.1,18.100000381469727,257.9961242675781,26.959999084472656,13.25999927520752,1.6130000352859497,0.9399999976158142,1.5499999523162842,1.209999918937683,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.4,1,0.3128996282411561,-69.80000152587891,0.0508166959924374,0,0.0
-31.554722,29.245556,419.1088198016088,19619.0,9449.0,13890.0,8850.0,8558.0,0.1709689934047564,-0.1902823599982853,114.20000457763672,74.4000015258789,39.79999923706055,2.2,44.6,18.600000381469727,228.40155029296875,26.920000076293945,18.529998779296875,2.184000015258789,0.6699999570846558,3.299999952316284,3.3399999141693115,0.0,0.45,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,197.2,1,0.3782711018870255,-69.60000457763672,0.0493273531540952,0,0.0
-28.058889,30.373611,419.1088198016088,14514.0,9326.0,12189.5,9431.0,8452.5,0.087048514239706,-0.1330900978364428,125.5999984741211,100.0999984741211,25.5,3.5,70.3,19.399999618530273,260.9998474121094,27.689998626708984,14.719999313354492,1.8220001459121704,0.8799999952316284,1.569999933242798,2.809999942779541,0.0,0.0,0.0,0.0,0.0,0.1344759464263916,0.0329597890377044,0.022412656558998,0.0,0.0,220.0,1,0.2122781373893389,-55.2999984741211,0.0497866280257947,0,0.0
-25.127778,27.628889,419.1088198016088,7814.0,5189.5,6664.0,5122.0,4984.0,0.0794308606161066,-0.1243936390095741,146.0,45.400001525878906,100.5999984741211,2.4000000000000004,47.7,1.100000023841858,266.50140380859375,31.549999237060547,18.049999237060547,1.936000108718872,1.4299999475479126,1.899999976158142,-1.709999918937683,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,1,0.2081014223710496,-98.3,0.0503144643539944,0,0.0
