latitude,longitude,sample_date,gaia_changed_ever_frac,gaia_impervious_frac_by_sample_year,gaia_recent_change_5y_frac,gaia_years_since_change_mean,gaia_transition_year_mean_changed_pixels,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,gsw_change,gsw_extent,gsw_occurrence,gsw_recurrence,gsw_seasonality,gsw_transitions,nir,green,swir16,swir22,red,blue,lwir11,coastal,qa_pixel,qa_aerosol,NDMI,MNDWI,pet,aet,def,q,ppt,soil,swe,srad,tmax,tmin,vap,vpd,ws,pdsi,esa_lccs_class,esa_change_count,esa_processed_flag,esa_observation_count,esa_current_pixel_state,Total Alkalinity__water_quality,Electrical Conductance__water_quality,Dissolved Reactive Phosphorus__water_quality,pet__terraclimate,nir__landsat,green__landsat,swir16__landsat,swir22__landsat,NDMI__landsat,MNDWI__landsat
-34.329722,18.990278,02-10-2014,0.0166102136529442,0.0166102136529442,0.0,-0.584744658676394,32.07093538301198,11.32,143.8,20.0,253.0,0.0,0.0,0.0,0.0,0.0,13686.5,9299.5,12616.0,10569.0,9433.0,8541.0,43621.0,8348.5,21824.0,96.0,0.0406995532744034,-0.1513312495722198,133.0,41.10000228881836,91.9000015258789,0.5,10.1,32.5,0.0,264.7001647949219,22.479999542236328,12.229999542236328,1.3540000915527344,0.7299999594688416,4.5,-2.1499998569488525,120.0,0.0,1.0,71.0,1.0,11.32,143.8,20.0,168.3,13686.5,9299.5,12616.0,10569.0,0.0406995532744034,-0.1513312495722198
-34.329722,18.990278,04-09-2014,0.0166102136529442,0.0166102136529442,0.0,-0.584744658676394,32.07093538301198,17.47,131.2,20.0,253.0,0.0,0.0,0.0,0.0,0.0,12800.0,9003.0,11243.0,9944.5,9350.5,8396.5,42259.0,8229.0,21824.0,96.0,0.0647589735058018,-0.1106391385952775,87.20000457763672,69.5,17.700000762939453,2.1,41.1,64.0,0.0,199.69793701171875,18.94999885559082,10.309999465942385,1.2290000915527344,0.5,4.0,-0.85999995470047,120.0,0.0,1.0,71.0,1.0,17.47,131.2,20.0,168.3,12800.0,9003.0,11243.0,9944.5,0.0647589735058018,-0.1106391385952775
-34.329722,18.990278,04-12-2014,0.0166102136529442,0.0166102136529442,0.0,-0.584744658676394,32.07093538301198,26.499,138.6,20.0,253.0,0.0,0.0,0.0,0.0,0.0,15093.5,9714.0,14343.5,11749.0,9897.0,8947.5,45009.0,8730.5,21824.0,96.0,0.0254781397560891,-0.1924347916450163,157.60000610351562,8.300000190734863,149.3000030517578,0.2,3.4000000000000004,18.0,0.0,319.0006103515625,24.10999870300293,14.630000114440918,1.659000039100647,0.6800000071525574,4.909999847412109,-2.6399998664855957,120.0,0.0,1.0,71.0,1.0,26.499,138.6,20.0,168.3,15093.5,9714.0,14343.5,11749.0,0.0254781397560891,-0.1924347916450163
-34.329722,18.990278,22-05-2014,0.0166102136529442,0.0166102136529442,0.0,-0.584744658676394,32.07093538301198,15.076,134.9,20.0,253.0,0.0,0.0,0.0,0.0,0.0,12050.0,8899.5,10337.5,9009.0,9116.5,8281.5,39810.0,8080.0,21824.0,96.0,0.0764935790061414,-0.0747517804231425,52.10000228881836,52.10000228881836,0.0,6.1000000000000005,122.1,74.5,0.0,106.803466796875,16.920000076293945,8.649999618530273,1.121000051498413,0.4099999964237213,4.519999980926514,-0.9699999690055848,120.0,0.0,1.0,71.0,1.0,15.076,134.9,20.0,157.6,12050.0,8899.5,10337.5,9009.0,0.0764935790061414,-0.0747517804231425
-34.329722,18.990278,23-07-2015,0.0166102136529442,0.0166102136529442,0.0,-0.5681344450234498,32.07093538301198,10.0,111.7,20.0,253.0,0.0,0.0,0.0,0.0,0.0,14234.5,9906.5,12557.0,10629.0,10043.0,9106.0,40182.0,8685.0,22280.0,160.0,0.0626131422279452,-0.1179914082845499,63.400001525878906,53.400001525878906,10.0,1.9,38.2,77.30000305175781,0.0,137.80384826660156,15.279999732971191,7.929999828338623,0.9890000224113464,0.4199999868869781,4.009999752044678,-4.039999961853027,120.0,0.0,1.0,71.0,1.0,10.0,111.7,20.0,166.40001,14234.5,9906.5,12557.0,10629.0,0.0626131422279452,-0.1179914082845499
-34.329722,18.990278,26-02-2015,0.0166102136529442,0.0166102136529442,0.0,-0.5681344450234498,32.07093538301198,12.583,139.6,20.0,253.0,0.0,0.0,0.0,0.0,0.0,14182.5,9295.5,13318.0,11005.5,9446.5,8531.0,44964.5,8333.0,21824.0,96.0,0.0314357920765075,-0.1778804696309718,126.5,5.300000190734863,121.20000457763672,0.2,3.9,11.100000381469728,0.0,238.5975799560547,24.969999313354492,15.059999465942385,1.725000023841858,0.7199999690055847,4.519999980926514,-3.40999984741211,120.0,0.0,1.0,71.0,1.0,12.583,139.6,20.0,166.40001,14182.5,9295.5,13318.0,11005.5,0.0314357920765075,-0.1778804696309718
-34.329722,18.990278,27-08-2015,0.0166102136529442,0.0166102136529442,0.0,-0.5681344450234498,32.07093538301198,10.0,142.5,20.0,253.0,0.0,0.0,0.0,0.0,0.0,14234.5,9906.5,12557.0,10629.0,10043.0,9106.0,40182.0,8685.0,22280.0,160.0,0.0626131422279452,-0.1179914082845499,83.9000015258789,64.4000015258789,19.5,2.1,41.900000000000006,52.60000228881836,0.0,181.6031188964844,18.84000015258789,10.559999465942385,1.2380000352859497,0.4899999797344208,4.619999885559082,-4.139999866485596,120.0,0.0,1.0,71.0,1.0,10.0,142.5,20.0,166.40001,14234.5,9906.5,12557.0,10629.0,0.0626131422279452,-0.1179914082845499
-34.329722,18.990278,29-01-2015,0.0166102136529442,0.0166102136529442,0.0,-0.5681344450234498,32.07093538301198,10.0,136.5,20.0,253.0,0.0,0.0,0.0,0.0,0.0,14297.0,9347.0,13290.5,11167.0,9653.0,8538.0,45824.5,8363.0,21824.0,96.0,0.0364839148164928,-0.1742020982882378,133.6999969482422,6.800000190734863,126.9000015258789,0.2,4.9,12.699999809265137,0.0,293.79901123046875,24.35999870300293,14.559999465942385,1.658000111579895,0.699999988079071,4.210000038146973,-2.8899998664855957,120.0,0.0,1.0,71.0,1.0,10.0,136.5,20.0,166.40001,14297.0,9347.0,13290.5,11167.0,0.0364839148164928,-0.1742020982882378
-34.329722,18.990278,31-07-2014,0.0166102136529442,0.0166102136529442,0.0,-0.584744658676394,32.07093538301198,10.0,146.4,20.0,253.0,0.0,0.0,0.0,0.0,0.0,11896.0,8470.5,10348.5,8987.0,8643.0,8113.0,40511.5,7948.0,21824.0,96.0,0.0695677583222816,-0.0997927626335081,66.0999984741211,66.0999984741211,0.0,55.5,121.6,94.4000015258789,0.0,150.40213012695312,17.229999542236328,10.019999504089355,1.196000099182129,0.4099999964237213,4.630000114440918,0.1299999952316284,120.0,0.0,1.0,71.0,1.0,10.0,146.4,20.0,168.3,11896.0,8470.5,10348.5,8987.0,0.0695677583222816,-0.0997927626335081
-34.250556,20.9925,11-12-2015,0.0,0.0,0.0,-1.0,-1.0,79.335,1179.0,98.0,253.0,0.0,0.0,0.0,0.0,0.0,14681.0,9277.0,14205.0,11363.5,9441.0,8298.5,47154.5,7966.0,21824.0,96.0,0.0164785709340164,-0.2098628736904854,180.8000030517578,14.0,166.8000030517578,0.7000000000000001,14.0,6.099999904632568,0.0,311.59906005859375,29.31999969482422,17.1299991607666,1.873000144958496,1.159999966621399,3.43999981880188,-2.169999837875366,60.0,1.0,1.0,127.0,1.0,79.335,1179.0,98.0,180.8,14681.0,9277.0,14205.0,11363.5,0.0164785709340164,-0.2098628736904854
-34.250556,20.9925,12-03-2015,0.0,0.0,0.0,-1.0,-1.0,30.771,508.0,20.0,253.0,0.0,0.0,0.0,0.0,0.0,12604.0,9188.5,13025.5,11092.5,9363.0,8278.0,42566.5,7915.0,21824.0,160.0,-0.0164458924286466,-0.1727289096965869,132.60000610351562,6.900000095367432,125.70000457763672,0.4,7.2,1.8000000715255735,0.0,228.10009765625,28.68000030517578,16.78999900817871,1.930000066757202,1.0,3.049999952316284,-3.929999828338623,60.0,1.0,1.0,127.0,1.0,30.771,508.0,20.0,180.8,12604.0,9188.5,13025.5,11092.5,-0.0164458924286466,-0.1727289096965869
-34.250556,20.9925,13-03-2013,0.0,0.0,0.0,-1.0,-1.0,62.85,778.0,10.0,253.0,0.0,0.0,0.0,0.0,0.0,11549.5,8685.5,12187.0,10237.0,8710.0,8103.5,44914.0,7889.0,21824.0,96.0,-0.02685737155857,-0.1677566175589883,137.10000610351562,14.300000190734863,122.8000030517578,0.7000000000000001,14.3,6.099999904632568,0.0,225.1001892089844,29.1299991607666,16.440000534057617,1.951000094413757,1.0199999809265137,3.4700000286102295,-1.159999966621399,60.0,1.0,1.0,127.0,1.0,62.85,778.0,10.0,177.3,11549.5,8685.5,12187.0,10237.0,-0.02685737155857,-0.1677566175589883
-34.250556,20.9925,15-04-2014,0.0,0.0,0.0,-1.0,-1.0,91.679,698.75,50.0,253.0,0.0,0.0,0.0,0.0,0.0,12429.0,8549.0,11225.0,9397.0,8363.5,7829.0,44114.5,7610.0,21824.0,160.0,0.0509004819480846,-0.1353292201881251,92.3000030517578,55.70000076293945,36.60000228881836,2.9000000000000004,58.5,2.700000047683716,0.0,168.49951171875,26.11999893188477,13.119999885559082,1.6110000610351562,0.8499999642372131,2.7799999713897705,0.1099999994039535,60.0,1.0,1.0,127.0,1.0,91.679,698.75,50.0,174.6,12429.0,8549.0,11225.0,9397.0,0.0509004819480846,-0.1353292201881251
-34.250556,20.9925,15-07-2014,0.0,0.0,0.0,-1.0,-1.0,116.516,528.0,90.0,253.0,0.0,0.0,0.0,0.0,0.0,10684.5,7938.5,9201.0,8256.5,7864.0,7482.5,38645.5,7283.5,21824.0,96.0,0.0746020970053552,-0.0736602584672827,55.70000076293945,23.80000114440918,31.899999618530273,1.2000000000000002,25.0,2.4000000953674316,0.0,118.60182189941406,19.850000381469727,6.440000057220459,1.1190000772476196,0.5299999713897705,3.049999952316284,-1.559999942779541,60.0,1.0,1.0,127.0,1.0,116.516,528.0,90.0,188.3,10684.5,7938.5,9201.0,8256.5,0.0746020970053552,-0.0736602584672827
-34.250556,20.9925,16-04-2015,0.0,0.0,0.0,-1.0,-1.0,39.234,544.0,20.0,253.0,0.0,0.0,0.0,0.0,0.0,11890.0,8657.5,12126.5,10164.0,8611.5,8018.5,43988.5,7828.5,21824.0,96.0,-0.0098473965815168,-0.166907236335642,73.30000305175781,18.0,55.29999923706055,0.9,18.9,1.7000000476837158,0.0,126.89884948730467,23.93000030517578,10.859999656677246,1.4110000133514404,0.7299999594688416,3.169999837875366,-4.579999923706055,60.0,1.0,1.0,127.0,1.0,39.234,544.0,20.0,180.8,11890.0,8657.5,12126.5,10164.0,-0.0098473965815168,-0.166907236335642
-34.250556,20.9925,16-09-2015,0.0,0.0,0.0,-1.0,-1.0,52.722,1156.0,142.0,253.0,0.0,0.0,0.0,0.0,0.0,12781.5,8640.0,11126.5,9441.5,8391.5,7873.0,42257.0,7604.0,21824.0,160.0,0.0692236908147897,-0.1257936407558236,130.1999969482422,15.90000057220459,114.3000030517578,0.8,15.5,7.700000286102295,0.0,250.4969024658203,25.35999870300293,13.920000076293944,1.5660001039505005,0.85999995470047,2.950000047683716,-2.569999933242798,60.0,1.0,1.0,127.0,1.0,52.722,1156.0,142.0,180.8,12781.5,8640.0,11126.5,9441.5,0.0692236908147897,-0.1257936407558236
-34.250556,20.9925,18-06-2015,0.0,0.0,0.0,-1.0,-1.0,39.711,826.0,40.0,253.0,0.0,0.0,0.0,0.0,0.0,10325.0,7961.5,9343.0,8324.5,7870.0,7499.5,39140.0,7321.0,21824.0,96.0,0.0499288183851939,-0.0798347250715127,49.20000076293945,49.20000076293945,0.0,2.8000000000000003,56.900000000000006,12.699999809265137,0.0,105.6023406982422,18.649999618530273,6.929999828338623,1.1190000772476196,0.4599999785423279,2.7699999809265137,-2.3999998569488525,60.0,1.0,1.0,127.0,1.0,39.711,826.0,40.0,180.8,10325.0,7961.5,9343.0,8324.5,0.0499288183851939,-0.0798347250715127
-34.250556,20.9925,20-05-2014,0.0,0.0,0.0,-1.0,-1.0,84.317,528.0,25.0,253.0,0.0,0.0,0.0,0.0,0.0,11729.0,8256.5,10155.0,8725.5,8064.0,7647.0,41389.5,7409.5,21824.0,96.0,0.0719246938402482,-0.1031149010129533,61.0,35.79999923706055,25.200000762939453,1.9,37.6,2.5,0.0,113.90226745605467,20.829999923706055,6.659999847412109,1.1370000839233398,0.5899999737739563,3.65999984741211,-1.1200000047683716,60.0,1.0,1.0,127.0,1.0,84.317,528.0,25.0,174.6,11729.0,8256.5,10155.0,8725.5,0.0719246938402482,-0.1031149010129533
-34.250556,20.9925,21-10-2015,0.0,0.0,0.0,-1.0,-1.0,50.876,949.0,20.0,253.0,0.0,0.0,0.0,0.0,0.0,14738.0,9105.0,13322.0,10727.0,8944.0,8116.0,45398.5,7822.0,21824.0,128.0,0.0504632929436919,-0.1880322825166086,149.10000610351562,48.5,100.5999984741211,2.5,50.1,6.800000190734863,0.0,281.5981140136719,25.38999938964844,13.619999885559082,1.5560001134872437,0.85999995470047,3.90999984741211,-1.919999957084656,60.0,1.0,1.0,127.0,1.0,50.876,949.0,20.0,180.8,14738.0,9105.0,13322.0,10727.0,0.0504632929436919,-0.1880322825166086
-34.250556,20.9925,22-07-2015,0.0,0.0,0.0,-1.0,-1.0,13.959,567.0,27.0,253.0,0.0,0.0,0.0,0.0,0.0,10693.0,7980.0,9212.5,8245.0,7850.0,7519.0,39541.0,7336.0,21824.0,96.0,0.0743764286252539,-0.0716882361494833,65.9000015258789,28.700000762939453,37.20000076293945,1.4,27.700000000000003,10.40000057220459,0.0,146.00296020507812,19.079999923706055,6.259999752044678,1.061000108718872,0.5299999713897705,2.7899999618530273,-2.369999885559082,60.0,1.0,1.0,127.0,1.0,13.959,567.0,27.0,180.8,10693.0,7980.0,9212.5,8245.0,0.0743764286252539,-0.0716882361494833
-34.250556,20.9925,22-10-2014,0.0,0.0,0.0,-1.0,-1.0,24.327,528.0,20.0,253.0,0.0,0.0,0.0,0.0,0.0,13167.0,8894.5,12842.0,10641.0,8939.0,8132.0,43843.5,7895.0,21824.0,96.0,0.0124956745741858,-0.1816069744439069,144.8000030517578,51.0,93.8000030517578,2.7,53.6,2.1000001430511475,0.0,277.1003723144531,24.989999771118164,14.019999504089355,1.6200001239776611,0.7699999809265137,4.440000057220459,-2.5199999809265137,60.0,1.0,1.0,127.0,1.0,24.327,528.0,20.0,188.3,13167.0,8894.5,12842.0,10641.0,0.0124956745741858,-0.1816069744439069
-34.250556,20.9925,25-09-2014,0.0,0.0,0.0,-1.0,-1.0,113.232,528.0,60.0,253.0,0.0,0.0,0.0,0.0,0.0,13167.0,8894.5,12842.0,10641.0,8939.0,8132.0,43843.5,7895.0,21824.0,96.0,0.0124956745741858,-0.1816069744439069,138.90000915527344,4.800000190734863,134.10000610351562,0.2,5.0,2.1000001430511475,0.0,256.6037292480469,25.670000076293945,12.869999885559082,1.503000020980835,0.8999999761581421,3.5999999046325684,-3.379999876022339,60.0,1.0,1.0,127.0,1.0,113.232,528.0,60.0,188.3,13167.0,8894.5,12842.0,10641.0,0.0124956745741858,-0.1816069744439069
-34.250556,20.9925,26-11-2014,0.0,0.0,0.0,-1.0,-1.0,19.96,310.5,20.0,253.0,0.0,0.0,0.0,0.0,0.0,14004.5,9253.5,14211.0,11532.5,9360.5,8369.5,45461.0,8121.0,21824.0,96.0,-0.0073186723609363,-0.2112766093460324,174.60000610351562,8.600000381469727,166.0,0.4,9.0,2.0,0.0,298.0999450683594,28.06999969482422,16.09000015258789,1.7940000295639038,1.0299999713897705,4.239999771118164,-2.8299999237060547,60.0,1.0,1.0,127.0,1.0,19.96,310.5,20.0,188.3,14004.5,9253.5,14211.0,11532.5,-0.0073186723609363,-0.2112766093460324
-34.092222,21.295278,02-12-2014,0.0,0.0,0.0,-1.0,-1.0,31.566,355.6,20.0,253.0,0.0,0.0,0.0,0.0,0.0,20070.0,10054.5,16292.5,12919.5,10010.5,8533.5,45808.5,8144.5,21824.0,96.0,0.1038844963905119,-0.2367631988461675,168.8000030517578,10.90000057220459,157.90000915527344,0.6000000000000001,11.5,1.100000023841858,0.0,298.0010070800781,28.03999900817871,15.229999542236328,1.6970000267028809,1.079999923706055,3.109999895095825,-2.419999837875366,11.0,0.0,1.0,138.0,1.0,31.566,355.6,20.0,183.90001,20070.0,10054.5,16292.5,12919.5,0.1038844963905119,-0.2367631988461675
-34.092222,21.295278,07-01-2014,0.0,0.0,0.0,-1.0,-1.0,26.68,336.48,92.0,253.0,0.0,0.0,0.0,0.0,0.0,18947.0,10050.5,16806.5,13477.5,10330.0,8845.0,46522.0,8467.0,21824.0,96.0,0.0598682646454191,-0.251554529545369,163.8000030517578,53.0,110.8000030517578,2.8000000000000003,55.7,1.7000000476837158,0.0,284.1991882324219,29.88999938964844,17.469999313354492,1.9730000495910645,1.149999976158142,2.379999876022339,1.2799999713897705,11.0,0.0,1.0,138.0,1.0,26.68,336.48,92.0,55.600002,18947.0,10050.5,16806.5,13477.5,0.0598682646454191,-0.251554529545369
-34.092222,21.295278,08-07-2014,0.0,0.0,0.0,-1.0,-1.0,45.944,775.0,20.0,253.0,0.0,0.0,0.0,0.0,0.0,17628.5,9803.0,16232.5,12598.0,9979.0,8567.5,42505.0,8128.0,21824.0,224.0,0.0412273707214788,-0.2469512780626443,55.60000228881836,18.200000762939453,37.400001525878906,1.0,19.1,1.3000000715255735,0.0,121.10000610351562,20.1299991607666,5.349999904632568,1.0110000371932983,0.6200000047683716,2.419999837875366,-1.4299999475479126,11.0,0.0,1.0,138.0,1.0,45.944,775.0,20.0,168.8,17628.5,9803.0,16232.5,12598.0,0.0412273707214788,-0.2469512780626443
-34.092222,21.295278,09-12-2015,0.0,0.0,0.0,-1.0,-1.0,35.454,420.0,22.0,253.0,0.0,0.0,0.0,0.0,0.0,19716.0,10067.0,16575.0,12862.5,10295.0,8694.5,47492.5,8258.0,21824.0,96.0,0.0865503843928244,-0.2442759552586133,173.5,12.800000190734863,160.6999969482422,0.7000000000000001,13.1,3.200000047683716,0.0,311.19970703125,29.34000015258789,16.34000015258789,1.777000069618225,1.209999918937683,2.419999837875366,-1.6799999475479126,11.0,0.0,1.0,138.0,1.0,35.454,420.0,22.0,173.5,19716.0,10067.0,16575.0,12862.5,0.0865503843928244,-0.2442759552586133
-34.092222,21.295278,10-04-2014,0.0,0.0,0.0,-1.0,-1.0,32.411,353.0,10.0,253.0,0.0,0.0,0.0,0.0,0.0,18134.5,9610.5,15546.5,12527.0,9720.0,8561.0,45031.5,8127.0,21824.0,96.0,0.0768385736765533,-0.2359581826131882,83.4000015258789,58.60000228881836,24.80000114440918,3.1,61.6,1.5,0.0,169.49713134765625,26.34000015258789,12.09000015258789,1.4950001239776611,0.9399999976158142,1.6100000143051147,0.75,11.0,0.0,1.0,138.0,1.0,32.411,353.0,10.0,168.8,18134.5,9610.5,15546.5,12527.0,0.0768385736765533,-0.2359581826131882
-34.092222,21.295278,10-06-2014,0.0,0.0,0.0,-1.0,-1.0,47.02,750.0,45.0,253.0,0.0,0.0,0.0,0.0,0.0,16641.5,9031.5,12549.5,9856.5,8908.5,7966.5,41803.5,7643.0,21824.0,96.0,0.1401801925250928,-0.163013762105555,60.79999923706055,30.600000381469727,30.200000762939453,1.6,32.2,1.3000000715255735,0.0,115.40283203125,21.03999900817871,5.589999675750732,1.027000069618225,0.6800000071525574,2.9600000381469727,-0.959999978542328,11.0,0.0,1.0,138.0,1.0,47.02,750.0,45.0,168.8,16641.5,9031.5,12549.5,9856.5,0.1401801925250928,-0.163013762105555
-34.092222,21.295278,11-11-2014,0.0,0.0,0.0,-1.0,-1.0,42.084,386.0,20.0,253.0,0.0,0.0,0.0,0.0,0.0,20070.0,10054.5,16292.5,12919.5,10010.5,8533.5,45808.5,8144.5,21824.0,96.0,0.1038844963905119,-0.2367631988461675,142.5,59.0,83.5,3.1,62.0,1.100000023841858,0.0,276.3995666503906,24.94999885559082,13.079999923706056,1.5190000534057615,0.8199999928474426,3.379999876022339,-2.15999984741211,11.0,0.0,1.0,138.0,1.0,42.084,386.0,20.0,183.90001,20070.0,10054.5,16292.5,12919.5,0.1038844963905119,-0.2367631988461675
