latitude,longitude,sample_date,gaia_changed_ever_frac,gaia_impervious_frac_by_sample_year,gaia_recent_change_5y_frac,gaia_years_since_change_mean,gaia_transition_year_mean_changed_pixels,gsw_change,gsw_extent,gsw_occurrence,gsw_recurrence,gsw_seasonality,gsw_transitions,nir,green,swir16,swir22,red,blue,NDMI,MNDWI,pet,aet,def,q,ppt,soil,swe,srad,tmax,tmin,vap,vpd,ws,pdsi,esa_lccs_class,esa_change_count,esa_urban_frac_1km,esa_cropland_frac_1km,esa_water_frac_1km,esa_forest_frac_1km,esa_shrub_frac_1km,esa_grass_frac_1km,esa_sparse_veg_frac_1km,esa_bare_frac_1km,esa_snow_ice_frac_1km,esa_flooded_frac_1km,esa_other_frac_1km,gsw_occurrence_mean_1km,gsw_seasonality_mean_1km,gsw_recurrence_mean_1km,gsw_extent_mean_1km,gsw_change_mean_1km,gsw_water_frac_1km,gaia_changed_ever_frac_1km,gaia_impervious_frac_by_sample_year_1km,gaia_recent_change_5y_frac_1km,gaia_years_since_change_mean_1km,gaia_transition_year_mean_changed_pixels_1km,month_sin,month_cos,landsat_present,ndvi,nbr,mineral_index,swir_ratio,salinity_proxy,wb,eci,rr,etgap,dsi,hri,water_perm,water_instab,recurrence_ratio,seasonal_water,esa_change_intensity,wb_x_impervious,eci_x_impervious,gsw_occ_x_impervious
-34.405833,19.600556,10-04-2013,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,15874.0,9219.5,13150.5,10332.0,9069.0,8564.0,0.0938345191131627,-0.1757264193115772,83.9000015258789,37.29999923706055,46.60000228881836,1.9,38.5,5.800000190734863,0.0,174.5982208251953,22.11999893188477,11.139999389648438,1.3590000867843628,0.6399999856948853,2.740000009536743,-0.8499999642372131,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.8660254037844387,-0.49999999999999983,1,0.272822034227125,0.21147828740702593,0.12002555093707971,1.2727932635237327,0.6508756456689634,-45.400001525878906,2.179220762250861,0.04935064806881434,46.60000228881836,1.210389638400746,2903.56826579434,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0
-34.405833,19.600556,10-10-2012,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,105.5,63.79999923706055,41.70000076293945,2.5,50.3,18.600000381469727,0.0,222.69935607910156,20.079999923706055,11.630000114440918,1.315000057220459,0.550000011920929,3.75,1.5,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.8660254037844386,0.5000000000000001,0,,,,,,-55.2,2.0974154652601302,0.0497017882763064,41.70000076293945,0.8290258436165728,3530.8982948818084,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0
-34.405833,19.600556,12-02-2014,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,15338.0,9898.0,15454.0,12006.5,10199.5,8868.0,-0.0037672122629254,-0.2191543073524762,136.60000610351562,7.900000095367432,128.6999969482422,0.3,7.0,7.599999904632568,0.0,286.4994812011719,26.63999938964844,17.469999313354492,1.9630000591278076,0.7899999618530273,3.419999837875366,0.7799999713897705,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.8660254037844386,0.5000000000000001,1,0.20121390111791623,0.121834372538469,0.12554396314249397,1.2871361344865584,0.7827943668807671,-129.60000610351562,19.51428379846169,0.04285713673469475,128.7000060081482,18.38571122321871,6318.745872097352,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0
-34.405833,19.600556,12-03-2014,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,15477.0,9820.5,15152.0,11984.0,10159.5,8857.0,0.0106108589898461,-0.2134948443287607,113.0999984741211,56.900001525878906,56.20000076293945,2.9000000000000004,58.900000000000006,6.599999904632568,0.0,226.1968231201172,23.309999465942383,14.449999809265137,1.662000060081482,0.5999999642372131,3.3399999141693115,1.46999990940094,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,6.123233995736766e-17,1,0.2074191094647312,0.12719857251639785,0.1167452830145657,1.2643524698544433,0.7743102667975506,-54.19999847412109,1.920203676636968,0.04923599237290336,56.19999694824219,0.9541595892831894,4270.595938534934,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0
-34.405833,19.600556,12-09-2012,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,81.0999984741211,68.70000457763672,12.40000057220459,2.5,50.0,34.60000228881836,0.0,193.30349731445312,17.719999313354492,8.720000267028809,1.128000020980835,0.4599999785423279,4.0,-0.949999988079071,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.8369701987210297e-16,0,,,,,,-31.099998474121094,1.6219999370424232,0.049999999000000024,12.399993896484375,0.24800000648409168,2555.4721939403826,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0
-34.405833,19.600556,13-02-2013,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,14875.0,9239.0,13896.0,11022.0,9311.0,8368.0,0.0340273191755586,-0.2012967365463574,130.5,52.70000076293945,77.80000305175781,2.7,54.1,7.400000095367432,0.0,281.2971496582031,25.61999893188477,16.399999618530273,1.8370001316070557,0.75,3.049999952316284,0.699999988079071,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.8660254037844386,0.5000000000000001,1,0.2300504423951852,0.1487817121616874,0.11533830965104189,1.260751224708696,0.740974789866153,-76.4,2.4121995857264404,0.04990757763571946,77.79999923706055,1.4380776638388197,5910.052910436789,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0
-34.405833,19.600556,13-03-2013,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,14875.0,9239.0,13896.0,11022.0,9311.0,8368.0,0.0340273191755586,-0.2012967365463574,126.5999984741211,19.899999618530273,106.70000457763672,1.0,19.9,6.5,0.0,230.002197265625,25.849998474121097,15.269999504089355,1.7880001068115234,0.7599999904632568,4.210000038146973,-0.5099999904632568,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,6.123233995736766e-17,1,0.2300504423951852,0.1487817121616874,0.11533830965104189,1.260751224708696,0.740974789866153,-106.69999847412109,6.361808648859922,0.0502512537562184,106.69999885559082,5.361809005820488,4728.8449432732305,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0
-34.405833,19.600556,15-08-2012,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,62.29999923706055,62.29999923706055,0.0,25.5,87.80000000000001,55.79999923706055,0.0,153.59703063964844,15.75999927520752,7.399999618530273,1.0230000019073486,0.3899999856948852,3.899999856948853,-1.579999923706055,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.8660254037844384,-0.5000000000000004,0,,,,,,25.500000762939464,0.7095671814065303,0.29043279851443277,0.0,0.0,1778.6535298478339,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
-34.405833,19.600556,16-01-2013,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,168.6999969482422,25.600000381469727,143.10000610351562,1.3,25.1,8.699999809265137,0.0,319.896484375,26.219999313354492,16.469999313354492,1.8230000734329224,0.8299999833106995,4.119999885559082,-1.0,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.49999999999999994,0.8660254037844387,0,,,,,,-143.5999969482422,6.7211151484911165,0.05179282662179973,143.09999656677246,5.701195235152206,6828.190239328891,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0
-34.405833,19.600556,18-07-2012,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,62.29999923706055,62.29999923706055,0.0,25.5,87.80000000000001,55.79999923706055,0.0,153.59703063964844,15.75999927520752,7.399999618530273,1.0230000019073486,0.3899999856948852,3.899999856948853,-1.579999923706055,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.4999999999999998,-0.8660254037844388,0,,,,,,25.500000762939464,0.7095671814065303,0.29043279851443277,0.0,0.0,1778.6535298478339,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
-34.405833,19.600556,20-05-2015,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,15692.5,9810.0,13388.5,11283.0,9879.0,8643.5,0.0792269866923418,-0.1542556630816641,47.900001525878906,47.900001525878906,0.0,4.6000000000000005,92.8,45.10000228881836,0.0,104.20050048828124,16.899999618530273,8.170000076293945,1.076000094413757,0.429999977350235,3.1999998092651367,-4.029999732971191,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.49999999999999994,-0.8660254037844387,1,0.2273429403739576,0.1634631424750806,0.08534138580607821,1.1866081714804033,0.7190058944897877,44.89999847412109,0.516163803983999,0.04956896498309306,0.0,0.0,1306.1532577208707,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
-34.405833,19.600556,20-06-2012,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,47.60000228881836,47.60000228881836,0.0,16.2,93.2,55.79999923706055,0.0,110.1977081298828,15.799999237060549,6.399999618530273,1.0130000114440918,0.3700000047683716,3.40999984741211,-2.059999942779541,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.2246467991473532e-16,-1.0,0,,,,,,45.59999771118164,0.5107296328121108,0.1738197406242517,0.0,0.0,1223.1944971860646,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
-34.405833,19.600556,21-05-2014,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,14388.0,9514.0,12286.5,9865.0,9664.0,8974.5,0.0787831074621827,-0.1271759822022425,53.60000228881836,53.60000228881836,0.0,3.8,76.80000000000001,24.600000381469727,0.0,107.10028076171876,17.600000381469727,7.980000019073486,1.0850000381469729,0.4599999785423279,3.9700000286102295,-0.9399999976158142,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.49999999999999994,-0.8660254037844387,1,0.19640778312837154,0.18649239268599793,0.10931539624362614,1.2454637606441497,0.6856408117399471,23.199997711181652,0.6979166873815321,0.049479166022406686,0.0,0.0,1369.8126123915283,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
-34.405833,19.600556,21-11-2013,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,162.8000030517578,11.5,151.3000030517578,0.4,8.9,10.800000190734863,0.0,320.0006103515625,25.56999969482422,15.289999961853027,1.7030000686645508,0.8100000023841858,3.18999981880188,1.0199999809265137,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.5000000000000004,0.8660254037844384,0,,,,,,-153.9000030517578,18.292133119058956,0.044943815174852235,151.3000030517578,16.999998432781954,6537.6124145506765,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0
-34.405833,19.600556,22-01-2014,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,15338.0,9898.0,15454.0,12006.5,10199.5,8868.0,-0.0037672122629254,-0.2191543073524762,136.60000610351562,7.900000095367432,128.6999969482422,0.3,7.0,7.599999904632568,0.0,286.4994812011719,26.63999938964844,17.469999313354492,1.9630000591278076,0.7899999618530273,3.419999837875366,0.7799999713897705,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.49999999999999994,0.8660254037844387,1,0.20121390111791623,0.121834372538469,0.12554396314249397,1.2871361344865584,0.7827943668807671,-129.60000610351562,19.51428379846169,0.04285713673469475,128.7000060081482,18.38571122321871,6318.745872097352,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0
-34.405833,19.600556,22-04-2015,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,63.70000076293945,25.5,38.20000076293945,1.3,26.3,4.800000190734863,0.0,120.40313720703124,20.78999900817871,11.34999942779541,1.3510000705718994,0.5600000023841858,3.429999828338623,-4.849999904632568,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.8660254037844387,-0.49999999999999983,0,,,,,,-37.400000762939456,2.422053168854992,0.049429655915222206,38.20000076293945,1.452471456671787,1934.8783207601807,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0
-34.405833,19.600556,22-07-2015,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,15250.0,8908.0,10807.0,8920.0,8870.5,7876.5,0.1705108032390522,-0.0963225970073543,60.400001525878906,49.5,10.90000057220459,1.6,32.300000000000004,37.10000228881836,0.0,138.30101013183594,16.020000457763672,7.279999732971191,0.975000023841858,0.449999988079071,2.90999984741211,-3.68999981880188,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.4999999999999998,-0.8660254037844388,1,0.26448456705854007,0.2618949110359166,0.09565570030437189,1.21154708506597,0.5849180327485299,-28.100001525878902,1.8699690295947329,0.049535602181560306,10.900001525878906,0.3374613075771914,1611.2067812253008,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0
-34.405833,19.600556,23-10-2013,0.0,0.0,0.0,-1.0,-1.0,253.0,0.0,0.0,0.0,0.0,0.0,17895.5,9447.0,13667.0,10610.0,9357.0,8499.0,0.1339722772277223,-0.1825733321796306,135.6999969482422,32.900001525878906,102.8000030517578,1.4,28.4,13.90000057220459,0.0,284.9976806640625,23.189998626708984,13.65999984741211,1.499000072479248,0.7099999785423279,3.2699999809265137,1.6999999284744265,120.0,0.0,0.0,0.0,0.0,0.0416666666666666,0.8611111111111112,0.0,0.0,0.0,0.0,0.0972222222222222,0.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-0.8660254037844386,0.5000000000000001,1,0.3133107054283713,0.2555822560468828,0.12592165423545243,1.2881244108116754,0.5928864798081704,-107.29999694824218,4.778168738382868,0.04929577291212067,102.79999542236328,3.619718289860546,5251.082048799377,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0
