latitude,longitude,sample_date,gaia_changed_ever_frac,gaia_impervious_frac_by_sample_year,gaia_recent_change_5y_frac,gaia_years_since_change_mean,gaia_transition_year_mean_changed_pixels,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,gsw_change,gsw_extent,gsw_occurrence,gsw_recurrence,gsw_seasonality,gsw_transitions,nir,green,swir16,swir22,red,blue,lwir11,coastal,qa_pixel,qa_aerosol,NDMI,MNDWI,pet,aet,def,q,ppt,soil,swe,srad,tmax,tmin,vap,vpd,ws,pdsi,esa_lccs_class,esa_change_count,esa_processed_flag,esa_observation_count,esa_current_pixel_state
-34.405833,19.600556,23-10-2013,0.0,0.0,0.0,-1.0,-1.0,44.173,911.0,10.0,253.0,0.0,0.0,0.0,0.0,0.0,17895.5,9447.0,13667.0,10610.0,9357.0,8499.0,,,5440.0,,0.1339722772277223,-0.1825733321796306,135.6999969482422,32.900001525878906,102.8000030517578,1.4,28.4,13.90000057220459,0.0,284.9976806640625,23.189998626708984,13.65999984741211,1.499000072479248,0.7099999785423279,3.2699999809265137,1.6999999284744265,120.0,0.0,1.0,73.0,1.0
-34.405833,19.600556,25-03-2015,0.0,0.0,0.0,-1.0,-1.0,62.005,1442.0,20.0,253.0,0.0,0.0,0.0,0.0,0.0,15524.0,9689.0,15793.5,12322.5,10032.0,8860.0,,,5440.0,,-0.0086054123094116,-0.2395565584224458,79.0999984741211,5.400000095367432,73.70000457763672,0.3,5.1000000000000005,5.300000190734863,0.0,179.80191040039062,21.729999542236328,12.149999618530272,1.4980000257492063,0.5199999809265137,2.700000047683716,-4.360000133514404,120.0,0.0,1.0,73.0,1.0
-34.405833,19.600556,25-09-2013,0.0,0.0,0.0,-1.0,-1.0,40.178,804.51,10.0,253.0,0.0,0.0,0.0,0.0,0.0,17895.5,9447.0,13667.0,10610.0,9357.0,8499.0,,,5440.0,,0.1339722772277223,-0.1825733321796306,108.5999984741211,57.29999923706055,51.29999923706055,1.8,36.9,19.80000114440918,0.0,243.2985076904297,20.649999618530273,12.029999732971191,1.352000117301941,0.5699999928474426,2.8299999237060547,2.0799999237060547,120.0,0.0,1.0,73.0,1.0
-34.405833,19.600556,27-09-2011,0.0,0.0,0.0,-1.0,-1.0,27.082,929.0,108.0,253.0,0.0,0.0,0.0,0.0,0.0,18317.0,9145.5,13913.5,10727.5,8971.5,8456.0,,,5440.0,,0.1366252462729398,-0.206773927750552,115.70000457763672,23.80000114440918,91.9000015258789,0.9,18.4,14.199999809265137,0.0,241.90249633789065,20.959999084472656,11.25999927520752,1.277000069618225,0.6399999856948853,3.4499998092651367,-4.049999713897705,120.0,0.0,1.0,73.0,1.0
-34.405833,19.600556,27-10-2011,0.0,0.0,0.0,-1.0,-1.0,40.357,1245.0,10.0,253.0,0.0,0.0,0.0,0.0,0.0,18317.0,9145.5,13913.5,10727.5,8971.5,8456.0,,,5440.0,,0.1366252462729398,-0.206773927750552,129.3000030517578,51.10000228881836,78.20000457763672,2.5,50.400000000000006,11.0,0.0,284.6976318359375,21.59000015258789,11.65999984741211,1.3390001058578491,0.6399999856948853,3.009999990463257,-3.169999837875366,120.0,0.0,1.0,73.0,1.0
-34.405833,19.600556,28-08-2013,0.0,0.0,0.0,-1.0,-1.0,55.518,1104.0,18.0,253.0,0.0,0.0,0.0,0.0,0.0,17895.5,9447.0,13667.0,10610.0,9357.0,8499.0,,,5440.0,,0.1339722772277223,-0.1825733321796306,78.20000457763672,70.0999984741211,8.100000381469727,3.0,59.3,42.0,0.0,192.39605712890625,16.649999618530273,8.449999809265137,1.1100000143051147,0.3999999761581421,4.639999866485596,1.899999976158142,120.0,0.0,1.0,73.0,1.0
-34.405833,19.600556,29-10-2014,0.0,0.0,0.0,-1.0,-1.0,33.956,720.0,130.0,253.0,0.0,0.0,0.0,0.0,0.0,17831.5,9612.0,15250.5,11609.0,9802.0,8561.0,,,5440.0,,0.0780182576627771,-0.2267873303167412,136.1999969482422,45.60000228881836,90.5999984741211,2.2,44.6,11.0,0.0,286.6973571777344,22.78999900817871,13.130000114440918,1.467000126838684,0.6800000071525574,3.4600000381469727,-2.049999952316284,120.0,0.0,1.0,73.0,1.0
-34.405833,19.600556,30-09-2015,0.0,0.0,0.0,-1.0,-1.0,49.7,964.0,53.0,253.0,0.0,0.0,0.0,0.0,0.0,17066.0,9298.5,13228.0,10229.0,9191.5,8510.0,,,5440.0,,0.1266917541427341,-0.1744389940736458,120.70000457763672,15.0,105.70000457763672,0.5,10.0,13.600000381469728,0.0,249.9019317626953,22.850000381469727,13.179999351501465,1.4290000200271606,0.7299999594688416,2.740000009536743,-4.360000133514404,120.0,0.0,1.0,73.0,1.0
-34.405833,19.600556,31-07-2013,0.0,0.0,0.0,-1.0,-1.0,42.9,1249.0,10.0,253.0,0.0,0.0,0.0,0.0,0.0,14964.0,8714.0,11536.5,9401.0,8631.0,7948.5,,,5440.0,,0.1293371823173142,-0.139379274585812,63.29999923706055,63.29999923706055,0.0,58.7,148.70000000000002,55.79999923706055,0.0,140.7967529296875,16.28999900817871,7.699999809265137,1.0640000104904177,0.3899999856948852,4.230000019073486,1.2599999904632568,120.0,0.0,1.0,73.0,1.0
-34.329722,18.990278,01-02-2011,0.0166102136529442,0.0166102136529442,0.0,-0.6345752996352267,32.07093538301198,9.639,159.1,10.0,253.0,0.0,0.0,0.0,0.0,0.0,10864.0,8959.0,12654.0,11808.5,9581.5,8637.5,,,5440.0,,-0.0761119142784247,-0.1709619210660243,130.5,7.400000095367432,123.0999984741211,0.3,5.800000000000001,12.100000381469728,0.0,268.0981140136719,25.90999984741211,17.06999969482422,1.9380000829696655,0.7199999690055847,4.819999694824219,-3.839999914169311,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,01-08-2013,0.0166102136529442,0.0166102136529442,0.0,-0.6013548723293383,32.07093538301198,5.0,153.1,12.0,253.0,0.0,0.0,0.0,0.0,0.0,11473.5,8470.0,10108.0,8721.5,8633.0,8134.5,,,5440.0,,0.0632717837036347,-0.0881688018085903,62.20000076293945,62.20000076293945,0.0,157.0,224.6,94.4000015258789,0.0,137.4967041015625,15.539999961853027,8.329999923706055,1.0850000381469729,0.3499999940395355,5.119999885559082,1.8600000143051147,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,04-07-2013,0.0166102136529442,0.0166102136529442,0.0,-0.6013548723293383,32.07093538301198,13.605,170.3,14.0,253.0,0.0,0.0,0.0,0.0,0.0,11473.5,8470.0,10108.0,8721.5,8633.0,8134.5,,,5440.0,,0.0632717837036347,-0.0881688018085903,52.60000228881836,52.5,0.1000000014901161,2.8000000000000003,55.2,89.0,0.0,114.59660339355467,16.81999969482422,9.380000114440918,1.1370000839233398,0.4199999868869781,4.130000114440918,-1.909999966621399,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,06-06-2013,0.0166102136529442,0.0166102136529442,0.0,-0.6013548723293383,32.07093538301198,5.864,160.1,11.0,253.0,0.0,0.0,0.0,0.0,0.0,11473.5,8470.0,10108.0,8721.5,8633.0,8134.5,,,5440.0,,0.0632717837036347,-0.0881688018085903,46.79999923706055,46.79999923706055,0.0,6.6000000000000005,131.20000000000002,89.0999984741211,0.0,109.30210876464844,16.079999923706055,7.929999828338623,1.1260000467300415,0.3299999833106994,4.739999771118164,-1.4399999380111694,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,06-07-2011,0.0166102136529442,0.0166102136529442,0.0,-0.6345752996352267,32.07093538301198,8.669,201.9,10.0,253.0,0.0,0.0,0.0,0.0,0.0,10337.0,8394.5,11298.5,9973.0,8702.0,8123.0,,,5440.0,,-0.0444408495297079,-0.1474635657340164,49.900001525878906,49.900001525878906,0.0,2.7,53.400000000000006,92.70000457763672,0.0,121.00262451171876,16.559999465942383,7.919999599456787,1.0509999990463257,0.429999977350235,3.119999885559082,-3.7899999618530273,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,08-11-2012,0.0166102136529442,0.0166102136529442,0.0,-0.6179650859822825,32.07093538301198,15.262,156.9,10.0,253.0,0.0,0.0,0.0,0.0,0.0,13654.0,9276.0,13107.5,11045.5,9567.5,8618.5,,,5440.0,,0.0204211273658052,-0.1711751960149209,142.40000915527344,52.5,89.9000015258789,0.9,17.6,33.20000076293945,0.0,308.0028991699219,22.35999870300293,12.960000038146973,1.420000076293945,0.6899999976158142,4.299999713897705,-1.2200000286102295,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,09-03-2011,0.0166102136529442,0.0166102136529442,0.0,-0.6345752996352267,32.07093538301198,5.0,120.2,10.0,253.0,0.0,0.0,0.0,0.0,0.0,10864.0,8959.0,12654.0,11808.5,9581.5,8637.5,,,5440.0,,-0.0761119142784247,-0.1709619210660243,124.5999984741211,13.699999809265137,110.9000015258789,0.6000000000000001,12.9,10.600000381469728,0.0,235.997802734375,25.029998779296875,15.219999313354492,1.7440000772476196,0.7199999690055847,3.869999885559082,-4.019999980926514,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,09-05-2013,0.0166102136529442,0.0166102136529442,0.0,-0.6013548723293383,32.07093538301198,5.0,172.0,13.0,253.0,0.0,0.0,0.0,0.0,0.0,12467.5,8805.0,11731.0,10034.5,9033.0,8338.5,,,5440.0,,0.0304357708122403,-0.1424814959096214,60.0,60.0,0.0,3.2,63.3,11.300000190734863,0.0,133.4998016357422,19.78999900817871,11.31999969482422,1.346000075340271,0.4899999797344208,3.309999942779541,-1.579999923706055,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,10-04-2014,0.0166102136529442,0.0166102136529442,0.0,-0.584744658676394,32.07093538301198,12.122,115.2,20.0,253.0,0.0,0.0,0.0,0.0,0.0,12567.0,9053.0,11587.0,9872.0,9038.5,8349.5,,,5440.0,,0.0405729899809553,-0.1227713178294567,85.0,35.60000228881836,49.400001525878906,1.8,35.800000000000004,10.90000057220459,0.0,173.89987182617188,22.69999885559082,12.9399995803833,1.543000102043152,0.5899999737739563,3.7799999713897705,0.7699999809265137,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,11-04-2013,0.0166102136529442,0.0166102136529442,0.0,-0.6013548723293383,32.07093538301198,5.0,145.6,10.0,253.0,0.0,0.0,0.0,0.0,0.0,12467.5,8805.0,11731.0,10034.5,9033.0,8338.5,,,5440.0,,0.0304357708122403,-0.1424814959096214,86.9000015258789,43.29999923706055,43.60000228881836,2.2,43.900000000000006,11.199999809265137,0.0,172.69989013671875,21.299999237060547,11.1899995803833,1.368000030517578,0.5699999928474426,4.159999847412109,-1.2999999523162842,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,11-10-2012,0.0166102136529442,0.0166102136529442,0.0,-0.6179650859822825,32.07093538301198,5.0,126.1,10.0,253.0,0.0,0.0,0.0,0.0,0.0,13654.0,9276.0,13107.5,11045.5,9567.5,8618.5,,,5440.0,,0.0204211273658052,-0.1711751960149209,106.0999984741211,93.4000015258789,12.699999809265137,3.9,77.5,69.0,0.0,231.59654235839844,19.020000457763672,11.729999542236328,1.3010001182556152,0.4899999797344208,4.829999923706055,-1.329999923706055,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,13-02-2014,0.0166102136529442,0.0166102136529442,0.0,-0.584744658676394,32.07093538301198,5.0,145.8,10.0,253.0,0.0,0.0,0.0,0.0,0.0,13788.5,9455.0,13562.0,11494.0,9873.5,8650.0,,,5440.0,,0.008281384252573,-0.1784333318851276,136.6999969482422,8.0,128.6999969482422,0.3,5.300000000000001,14.5,0.0,288.6019287109375,26.0,17.15999984741211,1.943000078201294,0.7299999594688416,4.630000114440918,0.6699999570846558,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,13-09-2012,0.0166102136529442,0.0166102136529442,0.0,-0.6179650859822825,32.07093538301198,5.0,159.2,10.0,253.0,0.0,0.0,0.0,0.0,0.0,13654.0,9276.0,13107.5,11045.5,9567.5,8618.5,,,5440.0,,0.0204211273658052,-0.1711751960149209,79.5999984741211,76.30000305175781,3.299999952316284,3.7,74.3,88.70000457763672,0.0,193.49957275390625,17.1299991607666,8.949999809265137,1.1230000257492063,0.429999977350235,4.069999694824219,-1.8399999141693115,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,14-02-2013,0.0166102136529442,0.0166102136529442,0.0,-0.6013548723293383,32.07093538301198,18.671,126.6,10.0,253.0,0.0,0.0,0.0,0.0,0.0,13654.0,9276.0,13107.5,11045.5,9567.5,8618.5,,,5440.0,,0.0204211273658052,-0.1711751960149209,129.8000030517578,58.60000228881836,71.20000457763672,2.9000000000000004,58.3,15.0,0.0,282.2022399902344,24.90999984741211,16.15999984741211,1.825000047683716,0.6800000071525574,4.21999979019165,-0.8100000023841858,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,14-03-2013,0.0166102136529442,0.0166102136529442,0.0,-0.6013548723293383,32.07093538301198,5.536,186.1,10.0,253.0,0.0,0.0,0.0,0.0,0.0,13654.0,9276.0,13107.5,11045.5,9567.5,8618.5,,,5440.0,,0.0204211273658052,-0.1711751960149209,127.20000457763672,23.5,103.70000457763672,1.1,22.4,12.800000190734863,0.0,231.50003051757812,25.170000076293945,15.059999465942385,1.7530001401901243,0.7099999785423279,5.019999980926514,-1.1200000047683716,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,17-01-2013,0.0166102136529442,0.0166102136529442,0.0,-0.6013548723293383,32.07093538301198,5.0,146.6,10.0,253.0,0.0,0.0,0.0,0.0,0.0,13654.0,9276.0,13107.5,11045.5,9567.5,8618.5,,,5440.0,,0.0204211273658052,-0.1711751960149209,129.8000030517578,58.60000228881836,71.20000457763672,2.9000000000000004,58.3,15.0,0.0,282.2022399902344,24.90999984741211,16.15999984741211,1.825000047683716,0.6800000071525574,4.21999979019165,-0.8100000023841858,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,21-05-2015,0.0166102136529442,0.0166102136529442,0.0,-0.5681344450234498,32.07093538301198,11.923,173.6,20.0,253.0,0.0,0.0,0.0,0.0,0.0,11647.0,8820.5,10362.0,9120.0,8747.5,8115.5,,,5440.0,,0.0583852060520693,-0.0803597028541635,48.0,48.0,0.0,6.800000000000001,136.9,90.9000015258789,0.0,104.50205993652344,16.219999313354492,8.75,1.1110000610351562,0.3799999952316284,3.9599997997283936,-4.039999961853027,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,22-12-2011,0.0166102136529442,0.0166102136529442,0.0,-0.6345752996352267,32.07093538301198,8.007,113.5,10.0,253.0,0.0,0.0,0.0,0.0,0.0,14009.0,9992.0,14772.0,12875.5,10223.0,9128.0,,,5440.0,,-0.026510545151315,-0.1930221288967848,170.40000915527344,10.90000057220459,159.5,0.4,8.200000000000001,14.800000190734863,0.0,320.5030822753906,26.38999938964844,16.799999237060547,1.88700008392334,0.7999999523162842,4.96999979019165,-4.170000076293945,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,23-01-2014,0.0166102136529442,0.0166102136529442,0.0,-0.584744658676394,32.07093538301198,5.562,137.0,10.0,253.0,0.0,0.0,0.0,0.0,0.0,14023.5,9694.0,13566.0,11471.0,10162.0,9019.0,,,5440.0,,0.0165823954765399,-0.1664660361134988,136.6999969482422,8.0,128.6999969482422,0.3,5.300000000000001,14.5,0.0,288.6019287109375,26.0,17.15999984741211,1.943000078201294,0.7299999594688416,4.630000114440918,0.6699999570846558,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,24-11-2011,0.0166102136529442,0.0166102136529442,0.0,-0.6345752996352267,32.07093538301198,5.0,99.3,19.0,253.0,0.0,0.0,0.0,0.0,0.0,14009.0,9992.0,14772.0,12875.5,10223.0,9128.0,,,5440.0,,-0.026510545151315,-0.1930221288967848,158.1999969482422,27.200000762939453,131.0,1.2000000000000002,23.5,17.899999618530273,0.0,319.5961608886719,23.049999237060547,13.579999923706056,1.465000033378601,0.7299999594688416,4.759999752044678,-3.9499998092651367,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,25-06-2015,0.0166102136529442,0.0166102136529442,0.0,-0.5681344450234498,32.07093538301198,10.0,145.7,20.0,253.0,0.0,0.0,0.0,0.0,0.0,11647.0,8820.5,10362.0,9120.0,8747.5,8115.5,,,5440.0,,0.0583852060520693,-0.0803597028541635,47.10000228881836,47.10000228881836,0.0,59.0,109.6,94.4000015258789,0.0,107.69694519042967,15.019999504089355,8.519999504089355,1.065000057220459,0.3499999940395355,3.8299999237060542,-3.309999942779541,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,25-10-2011,0.0166102136529442,0.0166102136529442,0.0,-0.6345752996352267,32.07093538301198,19.254,140.1,10.0,253.0,0.0,0.0,0.0,0.0,0.0,12886.0,9181.0,13277.5,11681.5,9571.5,8854.5,,,5440.0,,-0.0149635943203317,-0.1824030990493569,129.3000030517578,66.5,62.79999923706055,3.0,60.5,22.700000762939453,0.0,290.3019714355469,20.649999618530273,11.65999984741211,1.337000012397766,0.5699999928474426,4.569999694824219,-4.210000038146973,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,26-03-2015,0.0166102136529442,0.0166102136529442,0.0,-0.5681344450234498,32.07093538301198,10.0,146.9,20.0,253.0,0.0,0.0,0.0,0.0,0.0,13406.0,9224.0,13171.0,11071.5,9617.5,8489.0,,,5440.0,,0.0088422320051171,-0.1762446974771146,79.5999984741211,6.300000190734863,73.30000305175781,0.3,5.300000000000001,9.90000057220459,0.0,180.2012634277344,20.88999938964844,12.130000114440918,1.5080000162124634,0.4399999976158142,4.130000114440918,-4.019999980926514,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,28-09-2011,0.0166102136529442,0.0166102136529442,0.0,-0.6345752996352267,32.07093538301198,5.0,145.5,10.0,253.0,0.0,0.0,0.0,0.0,0.0,12886.0,9181.0,13277.5,11681.5,9571.5,8854.5,,,5440.0,,-0.0149635943203317,-0.1824030990493569,113.5,55.70000076293945,57.79999923706055,1.4,28.700000000000003,31.80000114440918,0.0,241.09622192382812,19.8799991607666,11.289999961853027,1.2630000114440918,0.5699999928474426,4.190000057220459,-4.659999847412109,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,29-08-2013,0.0166102136529442,0.0166102136529442,0.0,-0.6013548723293383,32.07093538301198,10.51,128.3,24.0,253.0,0.0,0.0,0.0,0.0,0.0,11473.5,8470.0,10108.0,8721.5,8633.0,8134.5,,,5440.0,,0.0632717837036347,-0.0881688018085903,74.5,74.5,0.0,14.5,89.0,94.4000015258789,0.0,191.40283203125,15.789999961853027,8.649999618530273,1.1120001077651978,0.3499999940395355,4.859999656677246,2.40999984741211,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,29-11-2012,0.0166102136529442,0.0166102136529442,0.0,-0.6179650859822825,32.07093538301198,8.397,169.5,16.0,253.0,0.0,0.0,0.0,0.0,0.0,13654.0,9276.0,13107.5,11045.5,9567.5,8618.5,,,5440.0,,0.0204211273658052,-0.1711751960149209,163.0,16.700000762939453,146.3000030517578,0.4,7.2,23.399999618530273,0.0,323.80377197265625,25.100000381469727,15.710000038146973,1.7790000438690186,0.7199999690055847,5.049999713897705,-1.6799999475479126,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,30-10-2014,0.0166102136529442,0.0166102136529442,0.0,-0.584744658676394,32.07093538301198,13.062,150.5,20.0,253.0,0.0,0.0,0.0,0.0,0.0,14248.0,9491.5,13364.5,11310.0,9752.5,8692.5,,,5440.0,,0.031996378451788,-0.1694522226111298,134.6999969482422,57.5,77.20000457763672,2.5,50.6,23.0,0.0,290.49822998046875,21.850000381469727,13.059999465942385,1.4700000286102295,0.5999999642372131,4.949999809265137,-2.190000057220459,120.0,0.0,1.0,71.0,1.0
-34.329722,18.990278,31-08-2011,0.0166102136529442,0.0166102136529442,0.0,-0.6345752996352267,32.07093538301198,6.268,142.8,10.0,253.0,0.0,0.0,0.0,0.0,0.0,12886.0,9181.0,13277.5,11681.5,9571.5,8854.5,,,5440.0,,-0.0149635943203317,-0.1824030990493569,84.30000305175781,64.4000015258789,19.899999618530273,1.6,31.9,60.29999923706055,0.0,197.2023468017578,17.940000534057617,9.559999465942385,1.1510000228881836,0.4799999892711639,4.029999732971191,-4.210000038146973,120.0,0.0,1.0,71.0,1.0
-34.250556,20.9925,05-06-2012,0.0,0.0,0.0,-1.0,-1.0,47.692,613.0,19.0,253.0,0.0,0.0,0.0,0.0,0.0,11170.0,8230.0,9770.0,8573.0,7978.0,7682.0,,,5440.0,,0.0668576886341926,-0.0855555555555551,52.10000228881836,52.10000228881836,0.0,2.9000000000000004,57.6,8.100000381469727,0.0,105.30384826660156,20.28999900817871,7.409999847412109,1.1780000925064087,0.5299999713897705,3.059999942779541,-1.0099999904632568,60.0,1.0,1.0,127.0,1.0
-34.250556,20.9925,05-12-2013,0.0,0.0,0.0,-1.0,-1.0,29.753,698.75,13.0,253.0,0.0,0.0,0.0,0.0,0.0,14246.0,9514.5,13828.5,11249.5,9575.5,8747.5,,,5440.0,,0.0148711464140055,-0.1848091504947942,177.3000030517578,9.90000057220459,167.40000915527344,0.5,10.3,3.299999952316284,0.0,305.7030944824219,28.170000076293945,16.529998779296875,1.8470001220703125,1.0199999809265137,4.269999980926514,-1.5499999523162842,60.0,1.0,1.0,127.0,1.0
-34.250556,20.9925,11-01-2011,0.0,0.0,0.0,-1.0,-1.0,26.8,304.5,12.0,253.0,0.0,0.0,0.0,0.0,0.0,12323.0,9019.0,13161.0,10800.5,9192.0,8456.0,,,5440.0,,-0.0328833778056818,-0.1867448151487818,178.5,13.300000190734863,165.1999969482422,0.7000000000000001,13.7,4.200000286102295,0.0,299.8980712890625,29.31999969482422,17.079999923706055,1.9470001459121704,1.079999923706055,4.049999713897705,-2.4700000286102295,60.0,1.0,1.0,127.0,1.0
