latitude,longitude,sample_date,nir,swir16,swir22,red,NDMI,MNDWI,pet,aet,def,q,ppt,soil,swe,srad,tmax,tmin,vap,vpd,ws,pdsi,esa_lccs_class,esa_change_count
-34.405833,19.600556,31-07-2014,14694.0,11885.0,9741.0,9032.0,0.1056849392377436,-0.1361518055588742,65.70000457763672,65.70000457763672,0.0,3.9,77.9,49.10000228881836,0.0,153.60110473632812,17.959999084472656,9.389999389648438,1.1740000247955322,0.449999988079071,3.649999856948853,-1.0399999618530271,120.0,0.0
-34.329722,18.990278,01-02-2011,10864.0,12654.0,11808.5,9581.5,-0.0761119142784247,-0.1709619210660243,130.5,7.400000095367432,123.0999984741211,0.3,5.800000000000001,12.100000381469728,0.0,268.0981140136719,25.90999984741211,17.06999969482422,1.9380000829696655,0.7199999690055847,4.819999694824219,-3.839999914169311,120.0,0.0
-34.329722,18.990278,01-08-2013,11473.5,10108.0,8721.5,8633.0,0.0632717837036347,-0.0881688018085903,62.20000076293945,62.20000076293945,0.0,157.0,224.6,94.4000015258789,0.0,137.4967041015625,15.539999961853027,8.329999923706055,1.0850000381469729,0.3499999940395355,5.119999885559082,1.8600000143051147,120.0,0.0
-34.329722,18.990278,01-10-2015,12967.5,11773.0,10146.5,9113.0,0.0482811584244455,-0.1360883935248841,120.8000030517578,35.20000076293945,85.5999984741211,0.7000000000000001,13.3,30.100000381469727,0.0,247.3020172119141,21.729999542236328,13.229999542236328,1.4070000648498535,0.6599999666213989,3.7200000286102295,-5.079999923706055,120.0,0.0
-34.329722,18.990278,02-10-2014,13686.5,12616.0,10569.0,9433.0,0.0406995532744034,-0.1513312495722198,133.0,41.10000228881836,91.9000015258789,0.5,10.1,32.5,0.0,264.7001647949219,22.479999542236328,12.229999542236328,1.3540000915527344,0.7299999594688416,4.5,-2.1499998569488525,120.0,0.0
-34.329722,18.990278,03-05-2012,10031.0,10072.0,9339.5,8742.5,-0.0020394965925483,-0.0783437274162893,57.5,43.400001525878906,14.100000381469728,2.2,44.7,8.90000057220459,0.0,126.39892578125,18.44999885559082,10.31999969482422,1.25600004196167,0.4399999976158142,3.309999942779541,-3.4700000286102295,120.0,0.0
-34.329722,18.990278,03-12-2015,13987.5,13863.35,11624.95,10086.85,0.00416671494781467,-0.17395317440159114,166.40000915527344,22.5,143.90000915527344,0.9,18.9,17.399999618530273,0.0,327.1007995605469,25.510000228881836,15.529999732971191,1.7140001058578491,0.8100000023841858,3.8299999237060542,-4.599999904632568,120.0,0.0
-34.329722,18.990278,04-04-2012,10031.0,10072.0,9339.5,8742.5,-0.0020394965925483,-0.0783437274162893,83.70000457763672,62.60000228881836,21.100000381469727,3.2,64.60000000000001,9.800000190734863,0.0,169.39791870117188,21.25,12.34000015258789,1.4890000820159912,0.5,4.900000095367432,-3.1399998664855957,120.0,0.0
-34.329722,18.990278,04-07-2013,11473.5,10108.0,8721.5,8633.0,0.0632717837036347,-0.0881688018085903,52.60000228881836,52.5,0.1000000014901161,2.8000000000000003,55.2,89.0,0.0,114.59660339355467,16.81999969482422,9.380000114440918,1.1370000839233398,0.4199999868869781,4.130000114440918,-1.909999966621399,120.0,0.0
-34.329722,18.990278,04-09-2014,12800.0,11243.0,9944.5,9350.5,0.0647589735058018,-0.1106391385952775,87.20000457763672,69.5,17.700000762939453,2.1,41.1,64.0,0.0,199.69793701171875,18.94999885559082,10.309999465942385,1.2290000915527344,0.5,4.0,-0.85999995470047,120.0,0.0
-34.329722,18.990278,04-12-2014,15093.5,14343.5,11749.0,9897.0,0.0254781397560891,-0.1924347916450163,157.60000610351562,8.300000190734863,149.3000030517578,0.2,3.4000000000000004,18.0,0.0,319.0006103515625,24.10999870300293,14.630000114440918,1.659000039100647,0.6800000071525574,4.909999847412109,-2.6399998664855957,120.0,0.0
-34.329722,18.990278,06-06-2013,11473.5,10108.0,8721.5,8633.0,0.0632717837036347,-0.0881688018085903,46.79999923706055,46.79999923706055,0.0,6.6000000000000005,131.20000000000002,89.0999984741211,0.0,109.30210876464844,16.079999923706055,7.929999828338623,1.1260000467300415,0.3299999833106994,4.739999771118164,-1.4399999380111694,120.0,0.0
-34.329722,18.990278,06-07-2011,10337.0,11298.5,9973.0,8702.0,-0.0444408495297079,-0.1474635657340164,49.900001525878906,49.900001525878906,0.0,2.7,53.400000000000006,92.70000457763672,0.0,121.00262451171876,16.559999465942383,7.919999599456787,1.0509999990463257,0.429999977350235,3.119999885559082,-3.7899999618530273,120.0,0.0
-34.329722,18.990278,07-03-2012,10031.0,10072.0,9339.5,8742.5,-0.0020394965925483,-0.0783437274162893,117.4000015258789,40.5,76.9000015258789,2.1,41.0,11.100000381469728,0.0,230.00338745117188,24.18000030517578,15.420000076293944,1.7690000534057615,0.6200000047683716,4.21999979019165,-3.649999856948853,120.0,0.0
-34.329722,18.990278,08-02-2012,10031.0,10072.0,9339.5,8742.5,-0.0020394965925483,-0.0783437274162893,132.8000030517578,13.5,119.3000030517578,0.6000000000000001,11.9,12.600000381469728,0.0,289.4977111816406,24.809999465942383,15.670000076293944,1.7810001373291016,0.6899999976158142,4.199999809265137,-4.179999828338623,120.0,0.0
-34.329722,18.990278,08-11-2012,13654.0,13107.5,11045.5,9567.5,0.0204211273658052,-0.1711751960149209,142.40000915527344,52.5,89.9000015258789,0.9,17.6,33.20000076293945,0.0,308.0028991699219,22.35999870300293,12.960000038146973,1.420000076293945,0.6899999976158142,4.299999713897705,-1.2200000286102295,120.0,0.0
-34.329722,18.990278,09-03-2011,10864.0,12654.0,11808.5,9581.5,-0.0761119142784247,-0.1709619210660243,124.5999984741211,13.699999809265137,110.9000015258789,0.6000000000000001,12.9,10.600000381469728,0.0,235.997802734375,25.029998779296875,15.219999313354492,1.7440000772476196,0.7199999690055847,3.869999885559082,-4.019999980926514,120.0,0.0
-34.329722,18.990278,09-05-2013,12467.5,11731.0,10034.5,9033.0,0.0304357708122403,-0.1424814959096214,60.0,60.0,0.0,3.2,63.3,11.300000190734863,0.0,133.4998016357422,19.78999900817871,11.31999969482422,1.346000075340271,0.4899999797344208,3.309999942779541,-1.579999923706055,120.0,0.0
-34.329722,18.990278,10-04-2014,12567.0,11587.0,9872.0,9038.5,0.0405729899809553,-0.1227713178294567,85.0,35.60000228881836,49.400001525878906,1.8,35.800000000000004,10.90000057220459,0.0,173.89987182617188,22.69999885559082,12.9399995803833,1.543000102043152,0.5899999737739563,3.7799999713897705,0.7699999809265137,120.0,0.0
-34.329722,18.990278,11-04-2013,12467.5,11731.0,10034.5,9033.0,0.0304357708122403,-0.1424814959096214,86.9000015258789,43.29999923706055,43.60000228881836,2.2,43.900000000000006,11.199999809265137,0.0,172.69989013671875,21.299999237060547,11.1899995803833,1.368000030517578,0.5699999928474426,4.159999847412109,-1.2999999523162842,120.0,0.0
-34.329722,18.990278,11-10-2012,13654.0,13107.5,11045.5,9567.5,0.0204211273658052,-0.1711751960149209,106.0999984741211,93.4000015258789,12.699999809265137,3.9,77.5,69.0,0.0,231.59654235839844,19.020000457763672,11.729999542236328,1.3010001182556152,0.4899999797344208,4.829999923706055,-1.329999923706055,120.0,0.0
-34.329722,18.990278,13-02-2014,13788.5,13562.0,11494.0,9873.5,0.008281384252573,-0.1784333318851276,136.6999969482422,8.0,128.6999969482422,0.3,5.300000000000001,14.5,0.0,288.6019287109375,26.0,17.15999984741211,1.943000078201294,0.7299999594688416,4.630000114440918,0.6699999570846558,120.0,0.0
-34.329722,18.990278,13-09-2012,13654.0,13107.5,11045.5,9567.5,0.0204211273658052,-0.1711751960149209,79.5999984741211,76.30000305175781,3.299999952316284,3.7,74.3,88.70000457763672,0.0,193.49957275390625,17.1299991607666,8.949999809265137,1.1230000257492063,0.429999977350235,4.069999694824219,-1.8399999141693115,120.0,0.0
-34.329722,18.990278,14-02-2013,13654.0,13107.5,11045.5,9567.5,0.0204211273658052,-0.1711751960149209,129.8000030517578,58.60000228881836,71.20000457763672,2.9000000000000004,58.3,15.0,0.0,282.2022399902344,24.90999984741211,16.15999984741211,1.825000047683716,0.6800000071525574,4.21999979019165,-0.8100000023841858,120.0,0.0
-34.329722,18.990278,14-03-2013,13654.0,13107.5,11045.5,9567.5,0.0204211273658052,-0.1711751960149209,127.20000457763672,23.5,103.70000457763672,1.1,22.4,12.800000190734863,0.0,231.50003051757812,25.170000076293945,15.059999465942385,1.7530001401901243,0.7099999785423279,5.019999980926514,-1.1200000047683716,120.0,0.0
-34.329722,18.990278,16-08-2012,10031.0,10072.0,9339.5,8742.5,-0.0020394965925483,-0.0783437274162893,62.0,62.0,0.0,62.0,124.0,94.4000015258789,0.0,148.89926147460938,14.979999542236328,7.980000019073486,1.037000060081482,0.3499999940395355,4.849999904632568,-2.450000047683716,120.0,0.0
-34.329722,18.990278,17-01-2013,13654.0,13107.5,11045.5,9567.5,0.0204211273658052,-0.1711751960149209,129.8000030517578,58.60000228881836,71.20000457763672,2.9000000000000004,58.3,15.0,0.0,282.2022399902344,24.90999984741211,16.15999984741211,1.825000047683716,0.6800000071525574,4.21999979019165,-0.8100000023841858,120.0,0.0
-34.329722,18.990278,19-07-2012,10031.0,10072.0,9339.5,8742.5,-0.0020394965925483,-0.0783437274162893,62.0,62.0,0.0,62.0,124.0,94.4000015258789,0.0,148.89926147460938,14.979999542236328,7.980000019073486,1.037000060081482,0.3499999940395355,4.849999904632568,-2.450000047683716,120.0,0.0
-34.329722,18.990278,20-11-2013,14132.6,13741.65,11505.45,10079.45,0.01475893957751628,-0.1727849789804517,164.1999969482422,16.700000762939453,147.5,0.4,8.700000000000001,22.100000381469727,0.0,327.69805908203125,24.799999237060547,15.170000076293944,1.7190001010894775,0.7199999690055847,5.119999885559082,0.949999988079071,120.0,0.0
-34.329722,18.990278,21-05-2015,11647.0,10362.0,9120.0,8747.5,0.0583852060520693,-0.0803597028541635,48.0,48.0,0.0,6.800000000000001,136.9,90.9000015258789,0.0,104.50205993652344,16.219999313354492,8.75,1.1110000610351562,0.3799999952316284,3.9599997997283936,-4.039999961853027,120.0,0.0
-34.329722,18.990278,21-06-2012,10031.0,10072.0,9339.5,8742.5,-0.0020394965925483,-0.0783437274162893,48.0,48.0,0.0,38.900000000000006,123.1,94.4000015258789,0.0,111.3006591796875,15.25,7.449999809265137,1.045000076293945,0.3400000035762787,4.009999752044678,-3.009999990463257,120.0,0.0
-34.329722,18.990278,22-05-2014,12050.0,10337.5,9009.0,9116.5,0.0764935790061414,-0.0747517804231425,52.10000228881836,52.10000228881836,0.0,6.1000000000000005,122.1,74.5,0.0,106.803466796875,16.920000076293945,8.649999618530273,1.121000051498413,0.4099999964237213,4.519999980926514,-0.9699999690055848,120.0,0.0
-34.329722,18.990278,22-12-2011,14009.0,14772.0,12875.5,10223.0,-0.026510545151315,-0.1930221288967848,170.40000915527344,10.90000057220459,159.5,0.4,8.200000000000001,14.800000190734863,0.0,320.5030822753906,26.38999938964844,16.799999237060547,1.88700008392334,0.7999999523162842,4.96999979019165,-4.170000076293945,120.0,0.0
-34.329722,18.990278,23-01-2014,14023.5,13566.0,11471.0,10162.0,0.0165823954765399,-0.1664660361134988,136.6999969482422,8.0,128.6999969482422,0.3,5.300000000000001,14.5,0.0,288.6019287109375,26.0,17.15999984741211,1.943000078201294,0.7299999594688416,4.630000114440918,0.6699999570846558,120.0,0.0
-34.329722,18.990278,23-04-2015,13928.4,13564.8,11609.9,10956.15,0.013774622976575362,-0.12418292535343296,61.0,33.70000076293945,27.30000114440918,1.7000000000000002,34.5,8.90000057220459,0.0,119.59625244140624,19.959999084472656,11.979999542236328,1.397000074386597,0.4799999892711639,3.879999876022339,-4.5,120.0,0.0
-34.329722,18.990278,23-07-2015,14234.5,12557.0,10629.0,10043.0,0.0626131422279452,-0.1179914082845499,63.400001525878906,53.400001525878906,10.0,1.9,38.2,77.30000305175781,0.0,137.80384826660156,15.279999732971191,7.929999828338623,0.9890000224113464,0.4199999868869781,4.009999752044678,-4.039999961853027,120.0,0.0
-34.329722,18.990278,24-05-2012,10031.0,10072.0,9339.5,8742.5,-0.0020394965925483,-0.0783437274162893,47.900001525878906,47.900001525878906,0.0,5.1000000000000005,102.5,58.29999923706055,0.0,102.00314331054688,16.619998931884766,9.09999942779541,1.1450001001358032,0.3799999952316284,4.25,-3.549999952316284,120.0,0.0
-34.329722,18.990278,24-10-2013,14136.65,13674.75,11439.8,10055.4,0.01614254282489548,-0.1702829756657076,136.1999969482422,49.70000076293945,86.5,1.4,27.3,30.5,0.0,289.8035888671875,22.25,13.65999984741211,1.4940000772476196,0.6399999856948853,4.829999923706055,1.5999999046325684,120.0,0.0
-34.329722,18.990278,24-11-2011,14009.0,14772.0,12875.5,10223.0,-0.026510545151315,-0.1930221288967848,158.1999969482422,27.200000762939453,131.0,1.2000000000000002,23.5,17.899999618530273,0.0,319.5961608886719,23.049999237060547,13.579999923706056,1.465000033378601,0.7299999594688416,4.759999752044678,-3.9499998092651367,120.0,0.0
-34.329722,18.990278,25-06-2015,11647.0,10362.0,9120.0,8747.5,0.0583852060520693,-0.0803597028541635,47.10000228881836,47.10000228881836,0.0,59.0,109.6,94.4000015258789,0.0,107.69694519042967,15.019999504089355,8.519999504089355,1.065000057220459,0.3499999940395355,3.8299999237060542,-3.309999942779541,120.0,0.0
